Kind,Name,AvgCyclomatic,CountLine,CountLineCode,CountLineComment,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic
Package,"matrix_props",9,92,28,42,,9,,2,,9
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",4,93,27,42,,5,,2,,8
Package,"matrix_props",13,387,230,83,,28,,4,,39
Package,"matrix_props",6,61,14,33,,6,,3,,6
Package,"matrix_props",0,1,0,1,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",1,51,3,32,,1,,0,,1
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Package,"matrix_props",0,0,0,0,,0,,0,,0
Function,"matrix_props.has_same_dimension.has_same_dimension",,59,16,30,6,,,2,1.88,
Function,"matrix_props.is_anti_hermitian.is_anti_hermitian",,60,2,42,1,,,0,21.00,
Function,"matrix_props.is_block_positive.is_block_positive",,99,28,55,7,,,1,1.96,
Function,"matrix_props.is_circulant.is_circulant",,49,10,28,4,,,2,2.80,
Function,"matrix_props.is_commuting.is_commuting",,74,2,53,1,,,0,26.50,
Function,"matrix_props.is_density.is_density",,65,2,48,1,,,0,24.00,
Function,"matrix_props.is_diagonal.is_diagonal",,71,6,47,2,,,1,7.83,
Function,"matrix_props.is_diagonally_dominant.is_diagonally_dominant",,61,7,39,3,,,1,5.57,
Function,"matrix_props.is_hermitian.is_hermitian",,61,4,41,2,,,1,10.25,
Function,"matrix_props.is_idempotent.is_idempotent",,56,4,39,2,,,1,9.75,
Function,"matrix_props.is_identity.is_identity",,70,5,50,2,,,1,10.00,
Function,"matrix_props.is_linearly_independent.is_linearly_independent",,41,2,31,1,,,0,15.50,
Function,"matrix_props.is_nonnegative.is_nonnegative",,44,10,26,5,,,2,2.60,
Function,"matrix_props.is_normal.is_normal",,70,4,49,2,,,1,12.25,
Function,"matrix_props.is_orthonormal.is_orthonormal",,36,3,27,1,,,0,9.00,
Function,"matrix_props.is_permutation.is_permutation",,62,7,39,4,,,2,5.57,
Function,"matrix_props.is_positive.is_positive",,32,2,21,1,,,0,10.50,
Function,"matrix_props.is_positive_definite.is_positive_definite",,64,9,41,3,,,2,4.56,
Function,"matrix_props.is_positive_semidefinite.is_positive_semidefinite",,54,5,36,2,,,1,7.20,
Function,"matrix_props.is_projection.is_projection",,62,4,42,2,,,1,10.50,
Function,"matrix_props.is_pseudo_hermitian.is_pseudo_hermitian",,79,9,49,4,,,1,5.44,
Function,"matrix_props.is_pseudo_unitary.is_pseudo_unitary",,81,10,49,4,,,1,4.90,
Function,"matrix_props.is_square.is_square",,55,4,37,2,,,1,9.25,
Function,"matrix_props.is_stochastic.is_stochastic",,78,15,49,7,,,3,3.27,
Function,"matrix_props.is_symmetric.is_symmetric",,64,4,44,2,,,1,11.00,
Function,"matrix_props.is_totally_positive.is_totally_positive",,73,20,37,10,,,5,1.85,
Function,"matrix_props.is_unitary.is_unitary",,80,7,52,2,,,1,7.43,
Function,"matrix_props.kp_norm.kp_norm",,41,6,25,2,,,1,4.17,
Function,"matrix_props.majorizes.majorizes",,87,27,41,9,,,2,1.52,
Function,"matrix_props.positive_semidefinite_rank._check_psd_rank",,31,15,10,3,,,2,0.67,
Function,"matrix_props.positive_semidefinite_rank.positive_semidefinite_rank",,52,9,31,5,,,2,3.44,
Function,"matrix_props.sk_norm.__lower_bound_sk_norm_randomized",,81,62,3,10,,,3,0.05,
Function,"matrix_props.sk_norm.__target_is_proved",,4,4,0,1,,,0,0.00,
Function,"matrix_props.sk_norm.sk_operator_norm",,268,149,70,28,,,4,0.47,
Function,"matrix_props.spark.spark",,54,12,32,6,,,3,2.67,
Package,"matrix_props.tests",0,1,0,1,,0,,0,,0
Package,"matrix_props.tests",1,45,14,17,,1,,1,,4
Package,"matrix_props.tests",1,20,11,5,,1,,0,,2
Package,"matrix_props.tests",2,91,62,15,,5,,2,,10
Package,"matrix_props.tests",1,23,11,4,,1,,0,,3
Package,"matrix_props.tests",1,19,10,3,,1,,0,,2
Package,"matrix_props.tests",1,18,9,3,,1,,0,,2
Package,"matrix_props.tests",1,23,11,4,,1,,0,,3
Package,"matrix_props.tests",1,41,18,10,,1,,0,,4
Package,"matrix_props.tests",1,20,11,5,,1,,0,,2
Package,"matrix_props.tests",1,41,20,7,,1,,0,,6
Package,"matrix_props.tests",1,23,11,4,,1,,0,,3
Package,"matrix_props.tests",1,18,12,2,,1,,0,,1
Package,"matrix_props.tests",1,20,11,3,,1,,1,,2
Package,"matrix_props.tests",1,32,14,7,,1,,0,,4
Package,"matrix_props.tests",1,27,14,3,,1,,0,,2
Package,"matrix_props.tests",1,47,23,8,,1,,0,,7
Package,"matrix_props.tests",1,12,5,2,,1,,0,,1
Package,"matrix_props.tests",1,53,39,4,,1,,0,,3
Package,"matrix_props.tests",1,17,8,3,,1,,0,,2
Package,"matrix_props.tests",1,29,14,5,,1,,0,,4
Package,"matrix_props.tests",1,65,48,9,,1,,0,,2
Package,"matrix_props.tests",1,29,20,8,,1,,0,,2
Package,"matrix_props.tests",1,23,11,4,,1,,1,,3
Package,"matrix_props.tests",1,29,17,4,,1,,1,,3
Package,"matrix_props.tests",1,23,11,4,,1,,0,,3
Package,"matrix_props.tests",1,49,29,14,,1,,1,,2
Package,"matrix_props.tests",1,36,18,6,,1,,0,,5
Package,"matrix_props.tests",1,33,19,7,,1,,1,,2
Package,"matrix_props.tests",1,26,14,4,,1,,0,,3
Package,"matrix_props.tests",1,43,29,8,,1,,1,,2
Package,"matrix_props.tests",1,141,87,26,,1,,1,,12
Package,"matrix_props.tests",1,38,28,6,,1,,1,,3
Package,"matrix_props.tests",1,22,13,2,,1,,0,,1
Function,"matrix_props.tests.test_has_same_dimension.test_empty_list",,8,3,4,1,,,1,1.33,
Function,"matrix_props.tests.test_has_same_dimension.test_mixed_dimensions",,8,3,4,1,,,0,1.33,
Function,"matrix_props.tests.test_has_same_dimension.test_same_dimension_matrices",,8,3,4,1,,,0,1.33,
Function,"matrix_props.tests.test_has_same_dimension.test_same_dimension_vectors",,8,3,4,1,,,0,1.33,
Function,"matrix_props.tests.test_is_anti_hermitian.test_is_anti_hermitian",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_block_positive.test_dim_None",,4,3,1,2,,,1,0.33,
Function,"matrix_props.tests.test_is_block_positive.test_dim_input",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_block_positive.test_is_block_positive",,17,14,2,5,,,2,0.14,
Function,"matrix_props.tests.test_is_block_positive.test_is_block_positive_not_block_positive",,7,3,3,1,,,0,1.00,
Function,"matrix_props.tests.test_is_circulant.test_is_circulant_false",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_circulant.test_is_circulant_non_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_circulant.test_is_circulant_true",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_commuting.test_is_commuting_false",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_is_commuting.test_is_commuting_true",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_is_density.test_is_density_complex_entries",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_density.test_is_density_real_entries",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonal.test_is_diagonal",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonal.test_is_diagonal_non_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonal.test_is_non_diagonal",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonally_dominant.test_diagonally_dominant",,16,7,6,1,,,0,0.86,
Function,"matrix_props.tests.test_is_diagonally_dominant.test_is_not_diagonally_dominant",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonally_dominant.test_is_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_diagonally_dominant.test_strict_diagonally_dominant",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_hermitian.test_is_hermitian",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_idempotent.test_is_idempotent_2_by_2",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_idempotent.test_is_idempotent_3_by_3",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_idempotent.test_is_idempotent_identity_2_by_2",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_idempotent.test_is_idempotent_identity_3_by_3",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_idempotent.test_is_idempotent_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_idempotent.test_is_non_idempotent",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_identity.test_is_hermitian",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_identity.test_is_identity_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_identity.test_is_non_identity",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_linearly_independent.test_is_linearly_independent",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_nonnegative.test_identity",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_is_nonnegative.test_true",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_is_normal.test_is_normal",,7,3,3,1,,,0,1.00,
Function,"matrix_props.tests.test_is_normal.test_is_normal_identity",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_normal.test_is_normal_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_normal.test_is_not_normal",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_orthonormal.test_is_not_orthonormal",,9,6,1,1,,,0,0.17,
Function,"matrix_props.tests.test_is_orthonormal.test_is_orthonormal",,9,6,1,1,,,0,0.17,
Function,"matrix_props.tests.test_is_permutation.test_is_matrix_with_fractional_values_and_unitary_sums",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_matrix_with_negative_values_and_unitary_sums",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_matrix_with_nonunitary_column_sum",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_matrix_with_nonunitary_row_sum",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_not_binary_value_matrix",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_not_square_matrix",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_permutation.test_is_simple_permutation",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_positive.test_matrices",,5,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_positive_definite.test_is_is_positive_definite",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_positive_definite.test_is_not_positive_definite",,34,31,1,1,,,0,0.03,
Function,"matrix_props.tests.test_is_positive_definite.test_is_positive_definite_not_hermitian",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_positive_semidefinite.test_is_not_positive_semidefinite",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_positive_semidefinite.test_is_positive_semidefinite",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_projection.test_is_not_pd_non_projection",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_projection.test_is_projection",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_projection.test_is_projection_2",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_projection.test_is_projection_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_pseudo_hermitian.test_is_pseudo_hermitian",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_pseudo_hermitian.test_is_pseudo_hermitian_value_error",,23,18,3,1,,,0,0.17,
Function,"matrix_props.tests.test_is_pseudo_unitary.test_is_pseudo_unitary",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_pseudo_unitary.test_is_pseudo_unitary_value_error",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_is_square.test_is_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_square.test_is_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_square.test_is_square_invalid",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_is_stochastic.test_true",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_stochastic.test_true",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_stochastic.test_true",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_is_symmetric.test_is_not_symmetric",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_symmetric.test_is_symmetric",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_symmetric.test_is_symmetric_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_totally_positive.test_is_totally_positive",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_is_totally_positive.test_is_totally_positive_invalid",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_is_unitary.test_is_not_unitary",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_unitary.test_is_not_unitary_matrix",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_unitary.test_is_unitary_hardcoded",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_unitary.test_is_unitary_not_square",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_is_unitary.test_is_unitary_random",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_kp_norm.test_kp_norm",,4,3,1,1,,,0,0.33,
Function,"matrix_props.tests.test_kp_norm.test_no_default_kp_values",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_majorizes.test_majorizes_max_entangled",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_majorizes.test_majorizes_max_entangled_flip",,5,4,1,1,,,0,0.25,
Function,"matrix_props.tests.test_majorizes.test_majorizes_simple_example",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_positive_semidefinite_rank.test_positive_semidefinite_rank",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_positive_semidefinite_rank.test_positive_semidefinite_rank_raises_error",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_sk_norm.test_s1_norm_example",,20,16,2,1,,,0,0.13,
Function,"matrix_props.tests.test_sk_norm.test_s1_norm_werner",,13,6,6,1,,,0,1.00,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_hermitian_not_psd",,11,8,1,1,,,0,0.13,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_hermitian_psd",,6,5,2,1,,,0,0.40,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_k_larger_than_dim",,10,8,2,1,,,0,0.25,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_non_hermitian_matrix",,8,5,3,1,,,0,0.60,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_non_square_matrix",,5,4,2,1,,,1,0.50,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_of_zero_matrix",,6,5,1,1,,,0,0.20,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_randomized_bound",,6,5,2,1,,,0,0.40,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_rank_1",,11,9,1,1,,,0,0.11,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_target_met",,7,6,2,1,,,0,0.33,
Function,"matrix_props.tests.test_sk_norm.test_sk_norm_zero_rank_matrix",,6,5,1,1,,,0,0.20,
Function,"matrix_props.tests.test_spark.test_spark",,3,2,1,1,,,0,0.50,
Function,"matrix_props.tests.test_spark.test_spark_invalid_input",,4,3,1,1,,,1,0.33,
Function,"matrix_props.tests.test_spark.test_spark_property_rank",,6,5,1,1,,,0,0.20,
Function,"matrix_props.tests.test_trace_norm.test_trace_norm",,14,10,1,1,,,0,0.10,
Function,"matrix_props.trace_norm.trace_norm",,46,2,31,1,,,0,15.50,
Module File,"matsumoto_fidelity.py",6,109,25,57,0,6,,1,2.28,6
Module File,"max_entangled.py",3,65,8,39,0,3,,1,4.88,3
Module File,"max_mixed.py",2,75,6,46,0,2,,1,7.67,2
Module File,"measure.py",1,76,3,48,0,1,,0,16.00,1
Package,"measurement_ops",0,3,1,1,,0,,0,,0
Package,"measurement_ops",1,76,3,48,,1,,0,,1
Package,"measurement_ops",0,1,0,1,,0,,0,,0
Package,"measurement_ops",0,0,0,0,,0,,0,,0
Function,"measurement_ops.measure.measure",,71,2,47,1,,,0,23.50,
Package,"measurement_ops.tests",0,1,0,1,,0,,0,,0
Package,"measurement_ops.tests",1,18,11,2,,1,,0,,1
Function,"measurement_ops.tests.test_measure.test_measure_state",,10,8,1,1,,,0,0.13,
Package,"measurement_props",0,3,1,1,,0,,0,,0
Package,"measurement_props",4,108,12,72,,4,,2,,4
Package,"measurement_props",0,1,0,1,,0,,0,,0
Package,"measurement_props",0,0,0,0,,0,,0,,0
Function,"measurement_props.is_povm.is_povm",,101,10,71,4,,,2,7.10,
Package,"measurement_props.tests",0,1,0,1,,0,,0,,0
Package,"measurement_props.tests",1,32,17,4,,1,,0,,3
Function,"measurement_props.tests.test_is_povm.test_is_povm_false",,7,5,1,1,,,0,0.20,
Function,"measurement_props.tests.test_is_povm.test_is_povm_false_not_sum_identity",,7,5,1,1,,,0,0.20,
Function,"measurement_props.tests.test_is_povm.test_is_povm_true",,6,4,1,1,,,0,0.25,
Package,"measurements",0,4,2,1,,0,,0,,0
Package,"measurements",0,0,0,0,,0,,0,,0
Package,"measurements",4,80,13,45,,4,,1,,4
Package,"measurements",4,76,15,41,,4,,1,,4
Package,"measurements",0,1,0,1,,0,,0,,0
Package,"measurements",0,0,0,0,,0,,0,,0
Package,"measurements",0,0,0,0,,0,,0,,0
Function,"measurements.pretty_bad_measurement.pretty_bad_measurement",,73,11,44,4,,,1,4.00,
Function,"measurements.pretty_good_measurement.pretty_good_measurement",,68,12,40,4,,,1,3.33,
Package,"measurements.tests",0,1,0,1,,0,,0,,0
Package,"measurements.tests",1,74,57,9,,1,,1,,3
Package,"measurements.tests",1,74,57,9,,1,,1,,3
Function,"measurements.tests.test_pretty_bad_measurement.test_pbm_invalid_probs",,4,3,1,1,,,1,0.33,
Function,"measurements.tests.test_pretty_bad_measurement.test_pbm_invalid_states",,4,3,1,1,,,1,0.33,
Function,"measurements.tests.test_pretty_bad_measurement.test_pretty_bad_measurement",,3,2,1,1,,,0,0.50,
Function,"measurements.tests.test_pretty_good_measurement.test_pgm_invalid_probs",,4,3,1,1,,,1,0.33,
Function,"measurements.tests.test_pretty_good_measurement.test_pgm_invalid_states",,4,3,1,1,,,1,0.33,
Function,"measurements.tests.test_pretty_good_measurement.test_pretty_good_measurement",,3,2,1,1,,,0,0.50,
Module File,"mutually_unbiased_basis.py",6,86,33,33,0,7,,3,1.00,12
Module File,"natural_representation.py",2,33,7,18,0,2,,1,2.57,2
Module File,"negativity.py",6,80,28,32,0,6,,2,1.14,6
Module File,"nonlocal_game.py",9,623,294,216,0,25,,5,0.73,80
Package,"nonlocal_games",0,6,4,1,,0,,0,,0
Package,"nonlocal_games",10,469,262,127,,25,,5,,67
Package,"nonlocal_games",9,623,294,216,,25,,5,,80
Package,"nonlocal_games",2,223,54,122,,2,,1,,8
Package,"nonlocal_games",0,1,0,1,,0,,0,,0
Package,"nonlocal_games",3,262,66,141,,5,,4,,16
Class,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame",10,457,256,126,,25,0,5,0.49,67
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.__init__",,47,37,7,5,,,4,0.19,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.__optimize_alice",,72,59,7,11,,,5,0.12,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.__optimize_bob",,50,38,7,9,,,4,0.18,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.commuting_measurement_value_upper_bound",,52,27,16,7,,,4,0.59,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.nonsignaling_value",,126,57,45,25,,,4,0.79,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.quantum_value_lower_bound",,43,21,14,5,,,3,0.67,
Function,"nonlocal_games.extended_nonlocal_game.ExtendedNonlocalGame.unentangled_value",,39,16,15,5,,,4,0.94,
Class,"nonlocal_games.nonlocal_game.NonlocalGame",9,610,287,215,,25,0,5,0.75,80
Function,"nonlocal_games.nonlocal_game.NonlocalGame.__init__",,40,28,9,5,,,4,0.32,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.__optimize_alice",,63,45,9,11,,,5,0.20,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.__optimize_bob",,43,32,5,9,,,4,0.16,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.classical_value",,52,38,8,6,,,2,0.21,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.commuting_measurement_value_upper_bound",,46,21,16,7,,,4,0.76,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.from_bcs_game",,48,24,14,9,,,4,0.58,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.nonsignaling_value",,92,58,18,25,,,4,0.31,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.process_iteration",,22,14,3,3,,,1,0.21,
Function,"nonlocal_games.nonlocal_game.NonlocalGame.quantum_value_lower_bound",,176,25,121,5,,,3,4.84,
Class,"nonlocal_games.quantum_hedging.QuantumHedging",2,214,50,121,,2,0,1,2.42,8
Function,"nonlocal_games.quantum_hedging.QuantumHedging.__init__",,26,13,9,2,,,1,0.69,
Function,"nonlocal_games.quantum_hedging.QuantumHedging.max_prob_outcome_a_dual",,32,11,15,2,,,1,1.36,
Function,"nonlocal_games.quantum_hedging.QuantumHedging.max_prob_outcome_a_primal",,31,7,19,1,,,0,2.71,
Function,"nonlocal_games.quantum_hedging.QuantumHedging.min_prob_outcome_a_dual",,33,11,15,2,,,1,1.36,
Function,"nonlocal_games.quantum_hedging.QuantumHedging.min_prob_outcome_a_primal",,31,7,19,1,,,0,2.71,
Package,"nonlocal_games.tests",0,1,0,1,,0,,0,,0
Package,"nonlocal_games.tests",1,188,129,15,,1,,0,,12
Package,"nonlocal_games.tests",2,253,159,41,,6,,5,,39
Package,"nonlocal_games.tests",1,102,48,26,,1,,0,,8
Package,"nonlocal_games.tests",1,197,141,18,,1,,1,,16
Class,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame",1,178,125,14,,1,1,0,0.11,12
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.bb84_extended_nonlocal_game",,19,14,1,1,,,0,0.07,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.chsh_extended_nonlocal_game",,21,15,1,1,,,0,0.07,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.moe_mub_4_in_3_out_game",,49,38,2,1,,,0,0.05,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_commuting_value_upper_bound",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_nonsignaling_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_nonsignaling_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_quantum_value_lower_bound",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_unentangled_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_bb84_unentangled_value_rep_2",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_chsh_commuting_value_upper_bound",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_chsh_unentangled_value",,8,6,1,1,,,0,0.17,
Function,"nonlocal_games.tests.test_extended_nonlocal_game.TestExtendedNonlocalGame.test_moe_mub_4_in_3_out_unentangled_value",,8,6,1,1,,,0,0.17,
Class,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame",2,244,156,40,,6,1,5,0.26,39
Function,"nonlocal_games.tests.test_nonlocal_game.TestNonlocalGame.chsh_bcs_game",,13,10,1,4,,,3,0.10,
